id,miou,mean_max_conf,dominant_class,group,selected
JPEGImages/2011_000283.jpg SegmentationClass/2011_000283.png,96.45723882584551,0.9846590757369995,0,majority,True
JPEGImages/2009_001941.jpg SegmentationClass/2009_001941.png,97.09025561706001,0.9770627617835999,0,majority,False
JPEGImages/2010_004783.jpg SegmentationClass/2010_004783.png,44.95892941531546,0.9792454838752747,0,majority,True
JPEGImages/2008_001478.jpg SegmentationClass/2008_001478.png,67.50358651778264,0.9820728302001953,0,majority,True
JPEGImages/2007_004241.jpg SegmentationClass/2007_004241.png,53.20730683817675,0.9678290486335754,0,majority,False
JPEGImages/2007_002903.jpg SegmentationClass/2007_002903.png,97.69001518322413,0.9701507091522217,10,majority,True
JPEGImages/2011_001642.jpg SegmentationClass/2011_001642.png,48.64457759319588,0.9574247002601624,0,majority,False
JPEGImages/2008_003451.jpg SegmentationClass/2008_003451.png,89.88417994678996,0.9833681583404541,0,majority,True
JPEGImages/2008_007219.jpg SegmentationClass/2008_007219.png,69.63195884250482,0.9822278022766113,15,majority,False
JPEGImages/2007_005107.jpg SegmentationClass/2007_005107.png,66.54439264599405,0.9932203888893127,0,majority,False
JPEGImages/2011_002993.jpg SegmentationClass/2011_002993.png,56.27029687398706,0.9940846562385559,0,majority,True
JPEGImages/2007_006364.jpg SegmentationClass/2007_006364.png,97.3586248163819,0.9813100695610046,0,majority,True
JPEGImages/2011_002532.jpg SegmentationClass/2011_002532.png,77.72681682861995,0.9480549097061157,0,majority,False
JPEGImages/2011_002592.jpg SegmentationClass/2011_002592.png,63.35570606496442,0.9833225011825562,0,majority,False
JPEGImages/2009_005189.jpg SegmentationClass/2009_005189.png,95.72207877097898,0.9940606951713562,0,majority,True
JPEGImages/2011_000809.jpg SegmentationClass/2011_000809.png,54.23150438809103,0.9676737189292908,0,majority,False
JPEGImages/2009_002097.jpg SegmentationClass/2009_002097.png,99.01712491438784,0.997418999671936,0,majority,True
JPEGImages/2008_000223.jpg SegmentationClass/2008_000223.png,61.47098463168463,0.8620996475219727,0,majority,False
JPEGImages/2009_002239.jpg SegmentationClass/2009_002239.png,54.92529127826188,0.9018415212631226,0,majority,True
JPEGImages/2009_001684.jpg SegmentationClass/2009_001684.png,22.42806123697565,0.9253600239753723,0,majority,False
JPEGImages/2008_002492.jpg SegmentationClass/2008_002492.png,69.89860439577893,0.9985390305519104,0,majority,True
JPEGImages/2011_001868.jpg SegmentationClass/2011_001868.png,92.88469180991117,0.9885256290435791,0,majority,False
JPEGImages/2008_005676.jpg SegmentationClass/2008_005676.png,94.02856713607089,0.9973469376564026,0,majority,True
JPEGImages/2011_001276.jpg SegmentationClass/2011_001276.png,30.136427210063083,0.9278574585914612,15,majority,False
JPEGImages/2007_004392.jpg SegmentationClass/2007_004392.png,44.63969895909752,0.956706702709198,0,majority,True
JPEGImages/2010_005992.jpg SegmentationClass/2010_005992.png,98.27942863203918,0.9894553422927856,0,majority,False
JPEGImages/2011_000807.jpg SegmentationClass/2011_000807.png,96.71174739619744,0.9990363717079163,0,majority,True
JPEGImages/2008_000573.jpg SegmentationClass/2008_000573.png,84.55068445956412,0.9562516808509827,15,majority,False
JPEGImages/2010_003060.jpg SegmentationClass/2010_003060.png,99.31036150442057,0.989529013633728,0,majority,True
JPEGImages/2011_003197.jpg SegmentationClass/2011_003197.png,93.25070590251569,0.9834497570991516,19,majority,False
JPEGImages/2008_000233.jpg SegmentationClass/2008_000233.png,97.06624718450747,0.9923053979873657,0,majority,True
JPEGImages/2010_000163.jpg SegmentationClass/2010_000163.png,98.54560997561505,0.9909166693687439,0,majority,True
JPEGImages/2009_002549.jpg SegmentationClass/2009_002549.png,65.39969993588977,0.9879149794578552,0,majority,False
JPEGImages/2008_005904.jpg SegmentationClass/2008_005904.png,93.99545732869956,0.9938123226165771,0,majority,True
JPEGImages/2011_000969.jpg SegmentationClass/2011_000969.png,93.38024160101386,0.9825719594955444,0,majority,False
JPEGImages/2010_003915.jpg SegmentationClass/2010_003915.png,96.9790947454264,0.9970008730888367,0,majority,True
JPEGImages/2008_003003.jpg SegmentationClass/2008_003003.png,89.85987287864586,0.9892250299453735,0,majority,False
JPEGImages/2009_000446.jpg SegmentationClass/2009_000446.png,97.05336078227627,0.9861355423927307,0,majority,False
JPEGImages/2007_003499.jpg SegmentationClass/2007_003499.png,98.77062495402569,0.9927997589111328,0,majority,True
JPEGImages/2008_003492.jpg SegmentationClass/2008_003492.png,97.85367450282679,0.9871954321861267,0,majority,True
JPEGImages/2011_003019.jpg SegmentationClass/2011_003019.png,61.23696437423746,0.967644989490509,0,majority,False
JPEGImages/2009_000149.jpg SegmentationClass/2009_000149.png,59.332779021676,0.9669432044029236,0,majority,False
JPEGImages/2009_003273.jpg SegmentationClass/2009_003273.png,91.7046669729988,0.9722774028778076,0,majority,True
JPEGImages/2008_005691.jpg SegmentationClass/2008_005691.png,95.72288768286745,0.9900974631309509,0,majority,False
JPEGImages/2007_004052.jpg SegmentationClass/2007_004052.png,98.86351253739463,0.9948071241378784,0,majority,True
JPEGImages/2008_002521.jpg SegmentationClass/2008_002521.png,86.87112199546073,0.9956246018409729,0,majority,True
JPEGImages/2010_004369.jpg SegmentationClass/2010_004369.png,96.8623440028803,0.9906095266342163,8,majority,False
JPEGImages/2009_000121.jpg SegmentationClass/2009_000121.png,64.04444944746366,0.9819133281707764,0,majority,False
JPEGImages/2008_002623.jpg SegmentationClass/2008_002623.png,94.46768067144323,0.9876366257667542,0,majority,True
JPEGImages/2011_001530.jpg SegmentationClass/2011_001530.png,28.965571679228496,0.9566652178764343,0,majority,False
JPEGImages/2010_001522.jpg SegmentationClass/2010_001522.png,94.30986897827862,0.992486834526062,0,majority,True
JPEGImages/2009_003065.jpg SegmentationClass/2009_003065.png,81.80149760371891,0.9910826086997986,0,majority,True
JPEGImages/2011_001064.jpg SegmentationClass/2011_001064.png,92.71894402942225,0.9887824058532715,0,majority,False
JPEGImages/2010_000065.jpg SegmentationClass/2010_000065.png,66.20947523725384,0.9878072142601013,0,majority,True
JPEGImages/2007_009258.jpg SegmentationClass/2007_009258.png,73.12696505579981,0.9097880721092224,0,majority,False
JPEGImages/2008_005628.jpg SegmentationClass/2008_005628.png,69.84364821162869,0.9887392520904541,0,majority,True
JPEGImages/2011_003146.jpg SegmentationClass/2011_003146.png,89.26472555502896,0.982381284236908,0,majority,False
JPEGImages/2008_004552.jpg SegmentationClass/2008_004552.png,95.6346651154585,0.9852407574653625,0,majority,False
JPEGImages/2011_002885.jpg SegmentationClass/2011_002885.png,98.83449729595422,0.9943432211875916,0,majority,True
JPEGImages/2010_003275.jpg SegmentationClass/2010_003275.png,39.412615046803914,0.9262064695358276,0,majority,False
JPEGImages/2008_005439.jpg SegmentationClass/2008_005439.png,95.37570218493859,0.9758946299552917,0,majority,True
JPEGImages/2010_005021.jpg SegmentationClass/2010_005021.png,80.06655683813472,0.9581218361854553,8,majority,True
JPEGImages/2009_004140.jpg SegmentationClass/2009_004140.png,51.73158793303783,0.9418635368347168,0,majority,False
JPEGImages/2010_004994.jpg SegmentationClass/2010_004994.png,95.10695270454609,0.9810916781425476,0,majority,False
JPEGImages/2009_003217.jpg SegmentationClass/2009_003217.png,99.04307283126272,0.9929566383361816,0,majority,True
JPEGImages/2009_001991.jpg SegmentationClass/2009_001991.png,97.71781050420603,0.9862492084503174,0,majority,True
JPEGImages/2011_001674.jpg SegmentationClass/2011_001674.png,51.175573880874715,0.9544976949691772,0,majority,False
JPEGImages/2007_009015.jpg SegmentationClass/2007_009015.png,93.58532264217123,0.9922963976860046,0,majority,True
JPEGImages/2010_001951.jpg SegmentationClass/2010_001951.png,79.47956056778098,0.992099940776825,0,majority,False
JPEGImages/2010_001256.jpg SegmentationClass/2010_001256.png,98.76461488905531,0.992985725402832,0,majority,True
JPEGImages/2007_005803.jpg SegmentationClass/2007_005803.png,56.460854777021105,0.9572815895080566,0,majority,False
JPEGImages/2007_003022.jpg SegmentationClass/2007_003022.png,83.65922984204582,0.9881386160850525,0,majority,True
JPEGImages/2007_007007.jpg SegmentationClass/2007_007007.png,38.20846805439007,0.9667667150497437,0,majority,False
JPEGImages/2007_009764.jpg SegmentationClass/2007_009764.png,96.9840051010095,0.9850484728813171,0,majority,False
JPEGImages/2011_000526.jpg SegmentationClass/2011_000526.png,98.48411792810565,0.9902923703193665,13,minority,True
JPEGImages/2008_000120.jpg SegmentationClass/2008_000120.png,83.57442401632365,0.9400925040245056,0,majority,True
JPEGImages/2011_003030.jpg SegmentationClass/2011_003030.png,81.48086765960328,0.9358218908309937,3,minority,False
JPEGImages/2010_005496.jpg SegmentationClass/2010_005496.png,96.28700142384712,0.99447101354599,0,majority,False
JPEGImages/2007_003872.jpg SegmentationClass/2007_003872.png,91.06117575854485,0.9971393346786499,0,majority,True
JPEGImages/2009_002638.jpg SegmentationClass/2009_002638.png,97.00752532126637,0.9882269501686096,0,majority,True
JPEGImages/2009_002573.jpg SegmentationClass/2009_002573.png,66.52224963770108,0.9860367178916931,0,majority,False
JPEGImages/2010_005433.jpg SegmentationClass/2010_005433.png,95.58333802697496,0.9843703508377075,0,majority,False
JPEGImages/2010_000342.jpg SegmentationClass/2010_000342.png,56.76089279029428,0.9860311150550842,0,majority,True
JPEGImages/2010_002763.jpg SegmentationClass/2010_002763.png,34.06318225135105,0.9350670576095581,0,majority,False
JPEGImages/2008_004687.jpg SegmentationClass/2008_004687.png,85.43219682845641,0.9815608263015747,0,majority,True
JPEGImages/2010_003771.jpg SegmentationClass/2010_003771.png,96.04049661268405,0.996428906917572,0,majority,True
JPEGImages/2007_000783.jpg SegmentationClass/2007_000783.png,87.14195355801002,0.9867859482765198,0,majority,False
JPEGImages/2007_007235.jpg SegmentationClass/2007_007235.png,86.25096236149582,0.9791762828826904,0,majority,False
JPEGImages/2010_003187.jpg SegmentationClass/2010_003187.png,98.31211696381565,0.9893535375595093,0,majority,True
JPEGImages/2011_001863.jpg SegmentationClass/2011_001863.png,88.05235718665739,0.9506605863571167,0,majority,False
JPEGImages/2011_002623.jpg SegmentationClass/2011_002623.png,87.66531620111533,0.9799576997756958,0,majority,True
JPEGImages/2011_003256.jpg SegmentationClass/2011_003256.png,90.78776616351341,0.9498066306114197,0,majority,False
JPEGImages/2008_007513.jpg SegmentationClass/2008_007513.png,97.04619455701773,0.991760790348053,0,majority,True
JPEGImages/2009_004509.jpg SegmentationClass/2009_004509.png,95.81157893708058,0.9975044131278992,0,majority,True
JPEGImages/2008_000073.jpg SegmentationClass/2008_000073.png,27.022588771946914,0.9650827050209045,0,majority,False
JPEGImages/2009_005190.jpg SegmentationClass/2009_005190.png,90.6925542570054,0.9838343858718872,0,majority,True
JPEGImages/2007_000187.jpg SegmentationClass/2007_000187.png,88.40660807228569,0.9819557070732117,0,majority,False
JPEGImages/2008_005445.jpg SegmentationClass/2008_005445.png,62.081117143238274,0.9673739671707153,0,majority,False
JPEGImages/2010_001557.jpg SegmentationClass/2010_001557.png,98.79906058689465,0.9945201277732849,0,majority,True
JPEGImages/2008_000795.jpg SegmentationClass/2008_000795.png,95.69264848107119,0.9784160852432251,15,majority,True
JPEGImages/2010_001830.jpg SegmentationClass/2010_001830.png,39.87832163601512,0.9694375395774841,0,majority,False
JPEGImages/2007_006761.jpg SegmentationClass/2007_006761.png,94.65056746842936,0.9872170090675354,0,majority,False
JPEGImages/2011_000481.jpg SegmentationClass/2011_000481.png,88.3984137591929,0.9973532557487488,0,majority,True
JPEGImages/2008_007828.jpg SegmentationClass/2008_007828.png,42.04722759820325,0.9677331447601318,0,majority,False
JPEGImages/2011_000638.jpg SegmentationClass/2011_000638.png,63.96055758082452,0.9832345843315125,0,majority,True
JPEGImages/2011_001794.jpg SegmentationClass/2011_001794.png,34.607616109424676,0.9689639210700989,0,majority,False
JPEGImages/2011_002879.jpg SegmentationClass/2011_002879.png,97.01688633878467,0.9905627965927124,0,majority,True
JPEGImages/2011_001110.jpg SegmentationClass/2011_001110.png,64.5717139364865,0.9921551942825317,0,majority,True
JPEGImages/2009_002346.jpg SegmentationClass/2009_002346.png,49.97642729942549,0.9180197715759277,0,majority,False
JPEGImages/2008_000182.jpg SegmentationClass/2008_000182.png,93.46817829380414,0.9964004755020142,0,majority,True
JPEGImages/2010_003276.jpg SegmentationClass/2010_003276.png,98.26322933518388,0.9906579256057739,0,majority,False
JPEGImages/2010_002900.jpg SegmentationClass/2010_002900.png,99.09763248442103,0.99470055103302,8,majority,True
JPEGImages/2007_000042.jpg SegmentationClass/2007_000042.png,91.05903911239064,0.9658185243606567,19,majority,False
JPEGImages/2010_005575.jpg SegmentationClass/2010_005575.png,64.02689200351315,0.9443182349205017,0,majority,False
JPEGImages/2009_000440.jpg SegmentationClass/2009_000440.png,98.13526723464538,0.9962331652641296,0,majority,True
JPEGImages/2010_001070.jpg SegmentationClass/2010_001070.png,98.54921031446698,0.9971221089363098,0,majority,True
JPEGImages/2007_001311.jpg SegmentationClass/2007_001311.png,78.16338770520272,0.9612870812416077,0,majority,False
JPEGImages/2007_007168.jpg SegmentationClass/2007_007168.png,98.55355716128678,0.9928207397460938,0,majority,False
JPEGImages/2009_002035.jpg SegmentationClass/2009_002035.png,98.32198642687035,0.9969726204872131,0,majority,True
JPEGImages/2008_008469.jpg SegmentationClass/2008_008469.png,93.88175823159509,0.9747453331947327,6,majority,False
JPEGImages/2008_004069.jpg SegmentationClass/2008_004069.png,94.73815459116898,0.9867426753044128,0,majority,True
JPEGImages/2007_003571.jpg SegmentationClass/2007_003571.png,62.46575576327786,0.9928094148635864,0,majority,True
JPEGImages/2008_004172.jpg SegmentationClass/2008_004172.png,97.43165585781877,0.9903322458267212,0,majority,False
JPEGImages/2011_001597.jpg SegmentationClass/2011_001597.png,95.6897865331767,0.9863904714584351,0,majority,True
JPEGImages/2011_002317.jpg SegmentationClass/2011_002317.png,64.52117032808276,0.9857892394065857,15,majority,False
JPEGImages/2007_005460.jpg SegmentationClass/2007_005460.png,98.55414973742818,0.9898487329483032,0,majority,False
JPEGImages/2010_001017.jpg SegmentationClass/2010_001017.png,98.41754441278844,0.9969606399536133,0,majority,True
JPEGImages/2007_004193.jpg SegmentationClass/2007_004193.png,55.97501577303577,0.9677255153656006,0,majority,False
JPEGImages/2010_002939.jpg SegmentationClass/2010_002939.png,89.38443937785223,0.969607949256897,0,majority,True
JPEGImages/2007_008084.jpg SegmentationClass/2007_008084.png,69.9101818122178,0.9797747135162354,0,majority,False
JPEGImages/2007_008256.jpg SegmentationClass/2007_008256.png,89.81803536612814,0.9912041425704956,0,majority,True
JPEGImages/2010_000679.jpg SegmentationClass/2010_000679.png,76.68039533099108,0.9958317279815674,0,majority,True
JPEGImages/2010_003597.jpg SegmentationClass/2010_003597.png,48.11396556946265,0.9218480587005615,0,majority,False
JPEGImages/2008_000270.jpg SegmentationClass/2008_000270.png,46.56591410712753,0.967768669128418,0,majority,False
JPEGImages/2011_001434.jpg SegmentationClass/2011_001434.png,97.97267217609347,0.9858673214912415,0,majority,True
JPEGImages/2010_002691.jpg SegmentationClass/2010_002691.png,98.33112678359983,0.9922605156898499,0,majority,False
JPEGImages/2010_005877.jpg SegmentationClass/2010_005877.png,98.196084788522,0.9968571662902832,0,majority,True
JPEGImages/2009_003938.jpg SegmentationClass/2009_003938.png,96.692258896096,0.9945300221443176,0,majority,True
JPEGImages/2008_002536.jpg SegmentationClass/2008_002536.png,97.38297809686142,0.9900104403495789,0,majority,False
JPEGImages/2011_000512.jpg SegmentationClass/2011_000512.png,60.47703911861252,0.9631302356719971,0,majority,True
JPEGImages/2008_001966.jpg SegmentationClass/2008_001966.png,48.095578229055135,0.9361764788627625,0,majority,False
JPEGImages/2009_000037.jpg SegmentationClass/2009_000037.png,95.61403086672027,0.9943800568580627,0,majority,True
JPEGImages/2011_001287.jpg SegmentationClass/2011_001287.png,98.28616380017974,0.9922975897789001,0,majority,False
JPEGImages/2009_002320.jpg SegmentationClass/2009_002320.png,97.74556056850582,0.9971403479576111,0,majority,True
JPEGImages/2009_004594.jpg SegmentationClass/2009_004594.png,99.5824990312988,0.9927896857261658,0,majority,False
JPEGImages/2010_002228.jpg SegmentationClass/2010_002228.png,99.54232652322659,0.9975858926773071,12,majority,True
JPEGImages/2009_005137.jpg SegmentationClass/2009_005137.png,99.46573742435301,0.9974830746650696,0,majority,False
JPEGImages/2007_007748.jpg SegmentationClass/2007_007748.png,87.49455297822117,0.9841084480285645,0,majority,True
JPEGImages/2008_004575.jpg SegmentationClass/2008_004575.png,52.46295729990691,0.968497097492218,0,majority,False
JPEGImages/2008_003238.jpg SegmentationClass/2008_003238.png,93.75800232016167,0.9757542014122009,0,majority,False
JPEGImages/2007_003917.jpg SegmentationClass/2007_003917.png,98.48941816976347,0.9937326312065125,0,majority,True
JPEGImages/2009_000879.jpg SegmentationClass/2009_000879.png,95.818840352395,0.9919896125793457,0,majority,True
JPEGImages/2007_001423.jpg SegmentationClass/2007_001423.png,91.69129041921526,0.9735298752784729,0,majority,False
JPEGImages/2010_005166.jpg SegmentationClass/2010_005166.png,37.89704797574878,0.9359428286552429,0,majority,False
JPEGImages/2010_003772.jpg SegmentationClass/2010_003772.png,95.26804224004006,0.987055242061615,0,majority,True
JPEGImages/2008_003511.jpg SegmentationClass/2008_003511.png,70.8857473419642,0.9921256303787231,0,majority,True
JPEGImages/2010_005174.jpg SegmentationClass/2010_005174.png,95.77882722328043,0.9645485877990723,0,majority,False
JPEGImages/2011_002730.jpg SegmentationClass/2011_002730.png,86.24989088487617,0.9977037906646729,0,majority,True
JPEGImages/2007_000559.jpg SegmentationClass/2007_000559.png,70.55971176731984,0.9771961569786072,0,majority,False
JPEGImages/2007_004380.jpg SegmentationClass/2007_004380.png,88.55402873739364,0.9681299924850464,0,majority,False
JPEGImages/2007_003611.jpg SegmentationClass/2007_003611.png,58.53819288728005,0.99415123462677,0,majority,True
JPEGImages/2008_003477.jpg SegmentationClass/2008_003477.png,25.879290311348324,0.9080572128295898,11,minority,False
JPEGImages/2007_004143.jpg SegmentationClass/2007_004143.png,98.71097360812746,0.9951475262641907,0,majority,True
JPEGImages/2007_002094.jpg SegmentationClass/2007_002094.png,99.28556329922728,0.9977209568023682,0,majority,True
JPEGImages/2009_000675.jpg SegmentationClass/2009_000675.png,95.38558378925819,0.9919670224189758,0,majority,False
JPEGImages/2010_005709.jpg SegmentationClass/2010_005709.png,83.85846220153489,0.9499022364616394,15,majority,True
JPEGImages/2010_002137.jpg SegmentationClass/2010_002137.png,55.75139395602054,0.9441885948181152,0,majority,False
JPEGImages/2008_003886.jpg SegmentationClass/2008_003886.png,96.49212045637421,0.9957019686698914,0,majority,True
JPEGImages/2008_006408.jpg SegmentationClass/2008_006408.png,92.94272181547436,0.9843154549598694,0,majority,False
JPEGImages/2010_001016.jpg SegmentationClass/2010_001016.png,91.22571101929555,0.9895823001861572,0,majority,True
JPEGImages/2008_002775.jpg SegmentationClass/2008_002775.png,68.38933907807349,0.9378576278686523,0,majority,False
JPEGImages/2011_000054.jpg SegmentationClass/2011_000054.png,65.43164658935243,0.9894493222236633,15,majority,False
JPEGImages/2007_008596.jpg SegmentationClass/2007_008596.png,84.32447361758906,0.9905762672424316,0,majority,True
JPEGImages/2010_004529.jpg SegmentationClass/2010_004529.png,97.73218416304597,0.9940634965896606,0,majority,True
JPEGImages/2010_004763.jpg SegmentationClass/2010_004763.png,48.30990830812799,0.8736420273780823,9,minority,False
JPEGImages/2010_000573.jpg SegmentationClass/2010_000573.png,56.97502402501884,0.9948226809501648,0,majority,False
JPEGImages/2008_004339.jpg SegmentationClass/2008_004339.png,48.78490128467242,0.9974923729896545,0,majority,True
JPEGImages/2010_005428.jpg SegmentationClass/2010_005428.png,97.61128158516433,0.9916567206382751,0,majority,True
JPEGImages/2009_003481.jpg SegmentationClass/2009_003481.png,96.2625204393354,0.9901117086410522,0,majority,False
JPEGImages/2008_001379.jpg SegmentationClass/2008_001379.png,99.67793495705341,0.9981396198272705,0,majority,True
JPEGImages/2007_005915.jpg SegmentationClass/2007_005915.png,97.76697082412974,0.996380090713501,0,majority,False
JPEGImages/2011_002515.jpg SegmentationClass/2011_002515.png,32.94459429380337,0.9544543623924255,0,majority,False
JPEGImages/2009_004255.jpg SegmentationClass/2009_004255.png,92.18668435083632,0.9889823794364929,0,majority,True
JPEGImages/2009_001663.jpg SegmentationClass/2009_001663.png,79.7469294309222,0.9823986291885376,0,majority,True
JPEGImages/2009_003971.jpg SegmentationClass/2009_003971.png,68.14925458763157,0.9686914682388306,0,majority,False
JPEGImages/2009_003549.jpg SegmentationClass/2009_003549.png,93.81504523744482,0.9775214195251465,0,majority,True
JPEGImages/2010_000330.jpg SegmentationClass/2010_000330.png,94.7593755154911,0.9774119257926941,0,majority,False
JPEGImages/2007_003201.jpg SegmentationClass/2007_003201.png,95.24919752446928,0.977190375328064,10,majority,True
JPEGImages/2007_006171.jpg SegmentationClass/2007_006171.png,80.94556483837094,0.9395707249641418,0,majority,False
JPEGImages/2007_003714.jpg SegmentationClass/2007_003714.png,33.16411263625503,0.9930651783943176,0,majority,False
JPEGImages/2009_003311.jpg SegmentationClass/2009_003311.png,98.5733652461186,0.9941104650497437,0,majority,True
JPEGImages/2009_000919.jpg SegmentationClass/2009_000919.png,98.04630303001397,0.9986629486083984,0,majority,True
JPEGImages/2007_006946.jpg SegmentationClass/2007_006946.png,99.04634757314493,0.9921883344650269,0,majority,False
JPEGImages/2008_004612.jpg SegmentationClass/2008_004612.png,33.22943525961879,0.9933297038078308,0,majority,True
